100
100
100
15;48
200
25;33
9;35
60;85
90;34
19;61
46;32
93;90
12;78
41;63
53;41
10;83
40;3
65;7
2;83
7;82
7;3
85;21
63;79
57;38
90;24
88;79
37;34
34;89
20;97
57;1
36;62
39;39
36;84
43;37
15;63
62;80
75;2
34;31
83;9
26;31
96;61
24;89
64;69
91;59
37;29
35;48
96;32
40;96
12;42
32;12
84;88
96;73
57;8
76;27
8;99
96;80
26;32
91;55
55;40
75;54
48;46
14;16
80;56
44;71
60;61
42;55
23;22
31;54
56;85
47;7
79;13
40;90
68;77
98;71
47;90
78;46
35;91
47;52
78;62
8;31
99;24
39;58
95;77
69;91
31;95
28;98
27;41
78;39
57;34
17;79
54;79
37;88
44;13
13;94
40;75
81;54
84;75
25;41
85;2
13;32
72;63
57;50
58;7
57;98
37;74
19;84
30;0
7;96
17;44
46;97
3;53
11;4
47;26
75;38
54;8
94;3
65;24
35;24
58;10
96;8
75;39
44;73
59;69
59;28
63;95
80;51
16;27
27;78
71;90
34;82
79;68
17;48
81;73
51;60
47;48
32;23
33;2
90;46
44;46
24;28
85;3
74;53
13;4
94;93
93;28
20;33
3;58
85;85
79;18
37;86
86;50
6;52
42;56
69;96
61;24
40;23
6;8
16;34
2;75
48;72
97;32
42;34
39;36
46;48
82;38
91;50
49;28
22;80
27;52
30;90
65;98
64;24
31;52
78;68
42;15
95;14
85;15
86;31
29;90
33;9
73;27
53;46
48;57
72;27
61;61
99;14
58;75
29;46
34;14
27;76
1;25
5;81
46;83
62;51
73;12
50;64
57;89
42;67
68;4
36;67
92;96
21;84
4;6
18;52
5;58
83;88
200
84;0
74;87
9;73
89;15
63;72
5;76
3;6
83;58
7;71
18;20
7;45
6;66
68;68
49;98
6;75
67;39
78;15
40;8
39;35
63;0
9;17
60;96
19;71
4;13
1;97
26;98
99;72
59;62
18;7
85;12
56;97
79;82
23;46
30;34
61;85
17;30
70;25
6;31
61;5
45;77
79;22
61;0
16;0
8;43
17;88
12;79
76;19
69;26
64;46
47;40
75;40
5;40
94;53
1;32
87;25
19;29
62;49
80;57
61;91
52;30
35;31
36;24
11;9
97;8
