100
100
100
15;48
250
25;33
9;35
60;85
90;34
19;61
46;32
93;90
12;78
41;63
53;41
10;83
40;3
65;7
2;83
7;82
7;3
85;21
63;79
57;38
90;24
88;79
37;34
34;89
20;97
57;1
36;62
39;39
36;84
43;37
15;63
62;80
75;2
34;31
83;9
26;31
96;61
24;89
64;69
91;59
37;29
35;48
96;32
40;96
12;42
32;12
84;88
96;73
57;8
76;27
8;99
96;80
26;32
91;55
55;40
75;54
48;46
14;16
80;56
44;71
60;61
42;55
23;22
31;54
56;85
47;7
79;13
40;90
68;77
98;71
47;90
78;46
35;91
47;52
78;62
8;31
99;24
39;58
95;77
69;91
31;95
28;98
27;41
78;39
57;34
17;79
54;79
37;88
44;13
13;94
40;75
81;54
84;75
25;41
85;2
13;32
72;63
57;50
58;7
57;98
37;74
19;84
30;0
7;96
17;44
46;97
3;53
11;4
47;26
75;38
54;8
94;3
65;24
35;24
58;10
96;8
75;39
44;73
59;69
59;28
63;95
80;51
16;27
27;78
71;90
34;82
79;68
17;48
81;73
51;60
47;48
32;23
33;2
90;46
44;46
24;28
85;3
74;53
13;4
94;93
93;28
20;33
3;58
85;85
79;18
37;86
86;50
6;52
42;56
69;96
61;24
40;23
6;8
16;34
2;75
48;72
97;32
42;34
39;36
46;48
82;38
91;50
49;28
22;80
27;52
30;90
65;98
64;24
31;52
78;68
42;15
95;14
85;15
86;31
29;90
33;9
73;27
53;46
48;57
72;27
61;61
99;14
58;75
29;46
34;14
27;76
1;25
5;81
46;83
62;51
73;12
50;64
57;89
42;67
68;4
36;67
92;96
21;84
4;6
18;52
5;58
97;39
84;32
75;37
11;54
89;37
64;45
7;66
5;1
83;91
9;57
1;0
9;31
8;54
69;31
50;98
8;63
68;5
78;59
41;29
40;57
63;74
11;0
61;75
21;32
6;6
3;94
28;45
99;72
60;43
19;72
85;42
57;83
80;22
25;1
31;75
62;62
18;97
70;85
8;20
61;84
46;86
79;64
61;79
17;70
10;28
19;54
14;55
76;67
69;88
65;18
27;40
250
75;27
4;93
94;50
0;82
87;19
18;89
62;30
80;47
61;72
52;6
34;99
35;91
10;65
97;7
93;4
