100
300
10
15;48
90
76;2
28;13
182;165
271;8
58;231
138;268
281;212
38;55
124;238
160;40
32;79
119;276
195;37
8;49
23;40
20;222
255;177
191;67
171;286
270;206
266;93
111;209
104;90
62;128
170;232
109;136
117;233
110;20
129;209
46;79
188;31
224;258
102;114
249;40
78;79
289;242
73;290
193;222
274;211
111;66
105;230
288;276
122;70
36;83
95;170
254;141
290;52
170;217
228;158
25;236
290;112
77;293
274;164
165;171
226;82
144;193
41;64
241;121
133;84
181;69
126;223
68;127
93;151
169;251
140;94
237;12
121;196
205;230
296;39
142;224
234;295
106;156
141;163
235;135
23;38
297;215
117;152
287;68
209;33
94;121
85;127
80;198
234;215
171;20
51;155
163;103
112;69
131;30
39;243
120;253
56;81
90
253;257
74;50
254;200
37;152
217;40
171;83
172;296
172;216
111;117
57;37
87;266
21;20
49;236
139;83
7;175
30;92
140;35
225;108
160;230
281;274
194;177
103;170
172;269
288;40
225;100
132;89
177;210
176;126
190;182
240;255
45;250
80;223
214;209
102;31
238;88
49;116
244;154
152;294
140;143
94;33
96;152
271;7
131;69
69;263
254;156
222;181
35;198
284;177
279;171
57;226
6;236
256;295
236;202
110;297
258;285
15;175
125;65
208;181
182;14
118;26
14;36
45;99
3;284
143;267
291;260
124;123
115;99
136;295
246;103
274;33
145;141
64;237
79;47
89;127
196;97
191;2
91;79
235;1
123;191
285;58
254;219
258;80
86;64
95;279
218;146
158;9
143;29
215;122
182;261
297;120
35;37
90
84;140
98;222
79;68
237;273
12;34
137;139
185;122
217;245
149;23
171;74
124;201
202;79
106;86
278;146
60;262
6;135
50;201
11;20
292;3
252;10
224;187
29;63
267;140
191;46
17;72
9;33
250;223
23;5
54;139
22;48
19;236
205;293
149;239
19;295
202;25
234;114
120;7
117;239
188;252
27;32
182;212
58;214
11;262
5;104
80;150
299;50
178;182
53;201
255;82
170;177
239;93
69;239
90;142
185;72
51;55
210;153
18;23
182;240
136;237
237;137
182;184
47;39
24;96
52;219
37;114
228;94
207;131
192;285
141;165
225;266
14;296
283;159
2;187
261;175
56;224
186;285
241;134
185;52
156;53
104;285
107;215
31;261
291;64
279;34
158;290
277;271
145;47
131;181
234;273
206;223
0;81
90
116;93
252;2
279;78
163;163
249;48
173;7
79;148
208;89
84;227
179;88
84;138
174;41
247;73
66;51
153;262
160;110
74;3
63;128
281;84
113;87
117;187
103;111
13;38
138;212
94;271
168;255
102;198
203;293
237;46
27;268
24;128
145;137
160;152
207;205
263;244
298;260
143;176
239;203
156;160
187;262
257;107
58;6
184;77
200;66
170;63
219;245
181;200
124;162
119;40
248;267
154;113
65;136
270;29
52;53
160;180
10;144
117;283
59;95
217;122
105;93
200;286
180;276
234;76
125;218
24;270
193;109
250;297
83;230
158;286
121;139
94;176
216;267
254;281
285;157
82;113
187;195
6;176
7;46
112;128
58;109
261;165
108;89
255;61
58;285
105;15
169;7
132;155
39;285
62;18
240;172
1;17
90
122;39
262;210
146;132
249;51
55;159
145;175
250;246
54;232
261;247
186;142
196;198
233;36
45;284
41;68
133;17
295;185
229;189
63;91
0;157
25;177
149;14
152;54
118;231
15;101
124;276
44;42
168;161
240;101
281;52
24;21
289;240
41;90
277;11
214;159
18;174
210;41
291;167
141;113
181;215
178;278
278;14
231;201
16;200
181;181
224;39
25;257
275;174
82;226
221;4
119;285
237;126
199;177
89;181
240;251
224;280
145;124
52;33
239;205
151;257
228;235
281;113
209;278
175;121
46;58
71;250
255;297
155;226
234;293
192;99
