100
300
10
15;48
100
76;2
28;13
182;165
271;8
58;231
138;268
281;212
38;55
124;238
160;40
32;79
119;276
195;37
8;49
23;40
20;222
255;177
191;67
171;286
270;206
266;93
111;209
104;90
62;128
170;232
109;136
117;233
110;20
129;209
46;79
188;31
224;258
102;114
249;40
78;79
289;242
73;290
193;222
274;211
111;66
105;230
288;276
122;70
36;83
95;170
254;141
290;52
170;217
228;158
25;236
290;112
77;293
274;164
165;171
226;82
144;193
41;64
241;121
133;84
181;69
126;223
68;127
93;151
169;251
140;94
237;12
121;196
205;230
296;39
142;224
234;295
106;156
141;163
235;135
23;38
297;215
117;152
287;68
209;33
94;121
85;127
80;198
234;215
171;20
51;155
163;103
112;69
131;30
39;243
120;253
244;56
253;271
74;119
254;214
37;232
217;66
171;122
173;34
172;254
111;174
9;97
100
87;259
21;11
49;228
139;77
7;165
30;83
140;30
225;105
160;226
281;274
194;173
103;163
172;264
288;40
225;98
132;84
177;206
176;122
190;178
240;253
45;241
80;216
214;206
102;25
238;86
49;108
244;152
152;289
140;138
94;26
96;145
271;6
131;64
69;255
254;155
222;179
35;189
284;177
279;171
57;217
6;227
256;294
236;200
110;291
258;284
15;166
125;59
208;178
182;10
118;20
14;27
45;91
3;274
143;262
291;260
124;117
115;93
136;290
246;101
274;32
145;136
64;229
79;39
89;120
196;94
190;299
91;73
234;299
123;185
285;57
254;217
258;79
86;57
95;272
218;143
158;4
143;24
215;119
182;257
297;120
174;33
84;198
98;276
79;128
237;290
12;112
137;182
185;153
217;267
149;64
171;109
124;248
202;105
106;138
278;152
61;26
6;215
50;269
11;98
292;5
59;88
100
224;182
29;45
267;138
191;39
17;54
9;13
250;220
22;287
54;123
22;30
19;218
205;286
149;229
19;277
202;19
234;110
119;295
117;227
188;245
27;14
182;204
58;198
11;243
5;84
80;136
299;50
178;174
53;185
255;79
170;169
239;89
69;224
90;128
185;64
51;38
210;147
18;4
182;232
136;226
237;133
182;177
47;22
24;78
52;203
37;97
228;89
207;125
192;278
141;154
225;261
14;277
283;158
2;167
261;173
56;208
186;278
241;130
185;44
156;43
104;272
107;202
31;243
291;63
279;33
158;281
277;270
145;37
131;170
234;268
206;217
4;283
116;136
252;14
279;83
163;196
249;60
173;37
79;200
208;111
84;278
179;117
84;189
174;70
247;86
66;106
153;296
160;143
74;57
63;184
281;88
113;131
117;230
103;158
13;106
138;251
95;19
168;286
102;245
204;16
237;61
4;76
100
24;100
145;122
160;138
207;196
263;240
298;260
143;161
239;196
156;145
187;251
257;103
57;282
184;65
200;56
170;50
219;237
181;188
124;144
119;22
248;261
154;99
65;113
270;26
52;28
160;166
10;115
117;264
59;71
217;114
105;73
200;276
180;264
234;69
125;200
24;243
193;99
250;292
83;209
158;272
121;121
94;155
216;258
254;276
285;155
82;91
187;184
6;146
7;17
112;109
58;85
261;161
108;70
255;56
58;261
104;295
168;294
132;138
39;259
61;295
240;166
6;271
122;75
262;217
146;163
249;62
55;209
145;207
250;256
54;282
261;255
186;165
196;219
233;50
46;36
41;121
133;51
295;185
229;203
63;139
0;218
25;233
149;44
152;84
118;268
15;159
125;12
44;94
168;187
240;113
281;55
24;77
289;242
41;143
277;16
214;176
18;232
210;60
291;169
141;145
181;239
36;56
100
278;11
231;192
16;162
181;165
224;29
25;220
275;170
82;197
220;293
119;261
237;117
199;164
89;153
240;243
224;270
145;104
52;0
239;197
151;238
228;226
281;110
209;266
175;104
46;25
71;219
255;291
155;207
234;285
192;85
85;35
119;262
95;108
112;223
189;139
58;48
222;142
121;127
65;70
266;205
150;247
152;183
79;20
106;143
184;124
122;210
56;214
174;225
263;234
79;9
67;183
276;237
231;3
107;295
162;2
198;262
103;251
20;248
289;209
104;280
96;84
269;193
125;17
258;243
237;18
291;154
94;197
21;8
113;18
65;44
296;189
214;121
240;217
68;24
247;18
117;292
259;42
236;134
16;98
110;37
127;283
106;147
76;25
293;127
185;220
195;233
291;221
276;190
266;92
34;10
258;21
100;253
293;192
145;240
96;25
42;120
88;187
149;125
64;94
267;131
230;44
73;96
100
46;205
127;234
113;156
58;75
36;131
113;278
94;67
44;75
42;83
206;260
23;238
98;80
48;138
147;0
223;241
146;3
214;177
191;181
298;172
37;290
249;29
75;226
23;217
211;138
222;241
111;172
104;66
257;196
124;37
87;124
74;134
216;281
46;138
106;231
283;78
69;142
242;238
161;262
269;104
48;62
298;228
1;109
99;179
228;58
105;174
130;167
271;31
111;115
84;21
74;223
52;3
172;166
155;267
107;160
261;136
93;285
147;205
20;84
131;53
241;80
249;137
64;12
121;220
35;151
210;2
35;140
284;97
142;90
170;36
152;53
195;56
100;24
47;122
273;26
47;237
151;209
27;299
49;44
34;51
146;38
39;70
7;37
78;146
207;119
192;191
5;194
256;230
222;264
238;32
205;202
170;40
25;144
83;15
85;161
35;242
254;166
115;117
121;0
64;64
176;243
57;95
100
264;169
282;137
4;176
276;53
94;0
152;52
225;224
241;235
255;206
105;168
112;49
221;158
228;298
246;245
103;246
130;184
103;63
132;195
243;66
234;138
299;229
57;214
113;96
213;234
62;231
8;287
79;160
233;211
96;270
88;153
50;41
232;236
29;85
259;236
18;287
191;220
282;214
87;126
264;252
200;133
180;198
27;225
263;30
286;47
137;253
102;166
165;225
281;291
79;276
169;43
179;295
6;236
185;109
71;100
192;234
197;298
92;144
288;133
198;288
163;186
209;32
112;71
18;55
200;25
79;290
115;91
83;227
121;103
83;51
251;186
98;89
172;127
203;58
203;118
