100
300
10
15;48
30
76;2
28;13
182;165
271;8
58;231
138;268
281;212
38;55
124;238
160;40
32;79
119;276
195;37
8;49
23;40
20;222
255;177
191;67
171;286
270;206
266;93
111;209
104;90
62;128
170;232
109;136
117;233
110;20
129;209
46;79
38;83
30
224;250
102;94
249;35
78;56
289;241
73;267
193;211
274;208
111;47
105;210
288;275
122;51
36;56
95;149
254;136
290;51
170;204
228;151
25;208
290;111
77;270
274;161
165;157
226;74
144;177
41;37
241;115
133;67
181;56
126;206
12;18
30
93;109
169;224
140;61
236;299
121;159
205;210
296;38
142;191
234;281
106;116
141;131
235;122
22;281
297;215
117;114
287;65
209;14
94;79
85;82
80;153
234;202
170;294
51;104
163;74
112;30
130;295
39;189
120;216
244;45
253;261
13;31
30
254;200
37;150
217;40
171;83
172;295
172;215
111;115
57;36
87;265
21;19
49;235
139;82
7;173
30;90
140;34
225;107
160;229
281;274
194;176
103;168
172;268
288;40
225;100
132;88
177;209
176;125
190;181
240;255
45;248
80;221
46;71
30
102;10
238;81
49;89
244;148
152;277
140;125
94;10
96;129
271;4
131;51
69;238
254;151
222;173
35;169
284;176
279;169
57;199
6;204
256;290
236;195
110;276
258;281
15;144
125;46
208;171
182;1
118;6
14;5
45;71
3;251
27;81
30
291;258
124;86
115;60
136;260
246;91
274;28
145;108
64;187
79;0
89;83
196;75
190;279
91;35
234;287
123;153
285;55
254;209
258;71
86;19
95;235
218;128
157;279
142;296
215;104
182;236
297;119
174;10
84;159
98;240
79;88
54;66
30
12;30
137;136
185;120
217;244
149;21
171;72
124;198
202;77
106;83
278;146
60;259
6;131
50;198
11;16
292;3
252;9
224;186
29;59
267;139
191;45
17;69
9;29
250;222
23;1
54;136
22;45
19;232
205;291
149;237
19;291
42;82
30
234;107
119;286
117;217
188;239
27;1
182;198
58;186
11;229
5;70
80;125
299;50
178;168
53;172
255;77
170;162
239;86
69;212
90;118
185;58
51;26
210;143
17;290
182;226
136;218
237;130
182;171
47;10
24;64
52;191
37;84
50;94
30
207;111
192;262
141;130
225;249
14;233
283;156
2;122
261;167
56;171
186;260
241;121
185;26
156;21
104;242
107;172
31;202
291;62
279;30
158;259
277;266
145;13
131;144
234;258
206;202
4;237
116;108
252;6
279;80
163;175
249;52
34;88
30
79;144
208;87
84;223
179;86
84;134
174;38
247;72
66;46
153;259
160;107
73;299
63;124
281;83
113;83
117;183
103;107
13;32
138;209
94;267
168;252
102;194
203;291
237;45
27;262
24;122
145;134
160;149
207;203
263;243
298;260
**************************************************
100
300
10
27;74
30
239;195
156;142
187;248
257;102
57;277
184;62
200;54
170;47
219;235
181;185
124;140
119;18
248;260
154;95
65;107
270;25
52;22
160;163
10;108
117;260
59;66
217;112
105;69
200;274
180;261
234;68
125;196
24;236
193;96
250;291
15;16
30
158;254
121;98
94;129
216;248
254;270
285;154
82;63
187;169
6;109
6;279
112;85
58;55
261;156
108;46
255;51
58;230
104;271
168;277
132;117
39;226
61;264
240;158
6;234
122;53
262;213
146;144
249;55
55;178
145;187
250;250
9;60
30
261;246
186;139
196;195
233;34
45;278
41;61
133;13
295;184
229;187
63;85
0;149
25;170
149;9
152;50
118;226
15;94
124;271
44;35
168;157
240;99
281;51
24;14
289;240
41;83
277;11
214;156
18;167
210;39
291;167
141;109
37;39
30
178;263
278;11
231;192
16;163
181;166
224;29
25;221
275;170
82;198
220;294
119;261
237;118
199;164
89;153
240;244
224;270
145;104
52;1
239;197
151;238
228;226
281;111
209;266
175;105
46;25
71;220
255;291
155;207
234;285
192;85
15;42
30
119;244
95;88
112;204
189;128
58;24
222;134
121;109
65;47
266;202
150;232
152;168
78;298
106;123
184;113
122;192
56;189
174;213
263;231
78;287
67;160
276;235
230;296
107;276
161;288
198;252
103;231
20;220
289;208
104;260
96;64
67;95
30
124;281
258;234
237;5
291;152
94;155
20;251
112;280
64;296
296;188
214;103
240;205
67;277
247;7
117;255
259;34
236;121
16;41
109;298
127;248
106;107
75;280
293;125
185;196
195;211
291;219
276;185
266;85
33;256
258;13
100;212
85;86
30
145;193
95;262
42;41
88;122
149;79
64;21
267;121
230;22
280;22
46;213
127;239
113;162
58;82
36;139
113;284
94;73
44;83
42;91
206;263
23;246
98;86
48;145
147;4
223;243
146;8
214;180
191;184
298;172
37;297
